patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_60_66,['Marine waters'],test,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_60_66,S2B_MSIL2A_20170830T102019_60_66,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_65_83,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_65_83,S2B_MSIL2A_20170830T102019_65_83,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_68_74,['Marine waters'],validation,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_68_74,S2B_MSIL2A_20170830T102019_68_74,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_77_66,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_77_66,S2B_MSIL2A_20170830T102019_77_66,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_83_54,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_83_54,S2B_MSIL2A_20170830T102019_83_54,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_85_66,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_85_66,S2B_MSIL2A_20170830T102019_85_66,False,False
S2B_MSIL2A_20170830T102019_N9999_R065_T34VDR_88_61,"['Marine waters' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170830T160543_34VDR_88_61,S2B_MSIL2A_20170830T102019_88_61,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_06_12,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_6_12,S2B_MSIL2A_20170831T095029_6_12,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_06_89,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_6_89,S2B_MSIL2A_20170831T095029_6_89,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_09_87,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_9_87,S2B_MSIL2A_20170831T095029_9_87,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_10_15,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_10_15,S2B_MSIL2A_20170831T095029_10_15,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_12_26,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_12_26,S2B_MSIL2A_20170831T095029_12_26,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_19_42,['Arable land' 'Broad-leaved forest'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_19_42,S2B_MSIL2A_20170831T095029_19_42,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_20_19,['Arable land' 'Broad-leaved forest' 'Permanent crops'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_20_19,S2B_MSIL2A_20170831T095029_20_19,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_21_43,['Arable land' 'Urban fabric'],validation,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_21_43,S2B_MSIL2A_20170831T095029_21_43,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_23_13,['Arable land' 'Complex cultivation patterns'],validation,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_23_13,S2B_MSIL2A_20170831T095029_23_13,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_25_17,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_25_17,S2B_MSIL2A_20170831T095029_25_17,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_30_73,"['Complex cultivation patterns' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_30_73,S2B_MSIL2A_20170831T095029_30_73,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_33_78,['Arable land' 'Pastures' 'Permanent crops'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_33_78,S2B_MSIL2A_20170831T095029_33_78,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_34_63,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_34_63,S2B_MSIL2A_20170831T095029_34_63,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_37_63,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",test,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_37_63,S2B_MSIL2A_20170831T095029_37_63,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_39_89,['Arable land' 'Pastures'],train,Austria,S1B_IW_GRDH_1SDV_20170829T050113_33UXP_39_89,S2B_MSIL2A_20170831T095029_39_89,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_44_62,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_44_62,S2B_MSIL2A_20170831T095029_44_62,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_44_83,['Arable land' 'Pastures' 'Permanent crops'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_44_83,S2B_MSIL2A_20170831T095029_44_83,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXQ_04_87,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXQ_4_87,S2B_MSIL2A_20170831T95030_4_87,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_09_67,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_9_67,S2B_MSIL2A_20170906T101019_9_67,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_17_78,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_17_78,S2B_MSIL2A_20170906T101019_17_78,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_29_72,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_29_72,S2B_MSIL2A_20170906T101019_29_72,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_31_82,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_31_82,S2B_MSIL2A_20170906T101019_31_82,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_45_65,['Marine waters'],test,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_45_65,S2B_MSIL2A_20170906T101019_45_65,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_51_69,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_51_69,S2B_MSIL2A_20170906T101019_51_69,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_59_90,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_59_90,S2B_MSIL2A_20170906T101019_59_90,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_66_42,['Marine waters'],test,Finland,S1B_IW_GRDH_1SDV_20170903T162055_34VDN_66_42,S2B_MSIL2A_20170906T101019_66_42,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_72_36,['Marine waters'],validation,Finland,S1A_IW_GRDH_1SDV_20170904T161329_34VDN_72_36,S2B_MSIL2A_20170906T101019_72_36,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_76_77,['Marine waters'],validation,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_76_77,S2B_MSIL2A_20170906T101019_76_77,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_78_76,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T044916_34VDN_78_76,S2B_MSIL2A_20170906T101019_78_76,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_81_17,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T160435_34VDN_81_17,S2B_MSIL2A_20170906T101019_81_17,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_84_07,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T160435_34VDN_84_7,S2B_MSIL2A_20170906T101019_84_7,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_84_29,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T160435_34VDN_84_29,S2B_MSIL2A_20170906T101019_84_29,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_85_50,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T044916_34VDN_85_50,S2B_MSIL2A_20170906T101019_85_50,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_87_58,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T044916_34VDN_87_58,S2B_MSIL2A_20170906T101019_87_58,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_90_00,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T160435_34VDN_90_0,S2B_MSIL2A_20170906T101019_90_0,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_07_73,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_7_73,S2B_MSIL2A_20170906T101020_7_73,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_10_72,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_10_72,S2B_MSIL2A_20170906T101020_10_72,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_12_63,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_12_63,S2B_MSIL2A_20170906T101020_12_63,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_20_34,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_20_34,S2B_MSIL2A_20170906T101019_20_34,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_21_48,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_21_48,S2B_MSIL2A_20170906T101019_21_48,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_22_59,['Marine waters'],validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_22_59,S2B_MSIL2A_20170906T101020_22_59,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_25_28,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_25_28,S2B_MSIL2A_20170906T101019_25_28,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_26_34,['Marine waters'],test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_26_34,S2B_MSIL2A_20170906T101019_26_34,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_28_54,['Marine waters'],test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_28_54,S2B_MSIL2A_20170906T101019_28_54,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_33_59,"['Arable land' 'Coniferous forest' 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_33_59,S2B_MSIL2A_20170906T101020_33_59,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_41_23,['Marine waters'],test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_41_23,S2B_MSIL2A_20170906T101019_41_23,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_51_10,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_51_10,S2B_MSIL2A_20170906T101019_51_10,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_53_58,['Arable land' 'Coniferous forest' 'Mixed forest'],test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_53_58,S2B_MSIL2A_20170906T101020_53_58,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_55_09,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_55_9,S2B_MSIL2A_20170906T101019_55_9,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_55_68,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_55_68,S2B_MSIL2A_20170906T101020_55_68,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_56_37,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_56_37,S2B_MSIL2A_20170906T101019_56_37,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_59_20,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_59_20,S2B_MSIL2A_20170906T101019_59_20,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_60_24,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_60_24,S2B_MSIL2A_20170906T101019_60_24,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_16,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_16,S2B_MSIL2A_20170906T101019_63_16,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_63_40,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_63_40,S2B_MSIL2A_20170906T101020_63_40,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_65_26,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_65_26,S2B_MSIL2A_20170906T101019_65_26,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_65_38,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_65_38,S2B_MSIL2A_20170906T101020_65_38,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_66_51,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_66_51,S2B_MSIL2A_20170906T101020_66_51,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_67_58,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_67_58,S2B_MSIL2A_20170906T101020_67_58,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_67_67,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_67_67,S2B_MSIL2A_20170906T101020_67_67,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_68_75,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_68_75,S2B_MSIL2A_20170906T101020_68_75,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_71_07,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_71_7,S2B_MSIL2A_20170906T101019_71_7,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_72_46,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_72_46,S2B_MSIL2A_20170906T101020_72_46,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_73_13,"['Arable land' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_73_13,S2B_MSIL2A_20170906T101020_73_13,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_78_69,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_78_69,S2B_MSIL2A_20170906T101020_78_69,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_80_01,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_80_1,S2B_MSIL2A_20170906T101020_80_1,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_80_33,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_80_33,S2B_MSIL2A_20170906T101020_80_33,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_82_58,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_82_58,S2B_MSIL2A_20170906T101020_82_58,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_90_85,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_90_85,S2B_MSIL2A_20170906T101020_90_85,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_01_59,['Broad-leaved forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_1_59,S2B_MSIL2A_20170911T092019_1_59,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_01_67,['Broad-leaved forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_1_67,S2B_MSIL2A_20170911T092019_1_67,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_02_45,['Broad-leaved forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_2_45,S2B_MSIL2A_20170911T092019_2_45,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_04_79,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043845_34TFN_4_79,S2B_MSIL2A_20170911T092019_4_79,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_09_28,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_9_28,S2B_MSIL2A_20170911T092019_9_28,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_10_25,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_10_25,S2B_MSIL2A_20170911T092019_10_25,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_13_11,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas' 'Pastures']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_13_11,S2B_MSIL2A_20170911T092019_13_11,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_15_01,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_15_1,S2B_MSIL2A_20170911T092019_15_1,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_19_34,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_19_34,S2B_MSIL2A_20170911T092019_19_34,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_20_28,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_20_28,S2B_MSIL2A_20170911T092019_20_28,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_23_44,['Broad-leaved forest' 'Natural grassland and sparsely vegetated areas'],test,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_23_44,S2B_MSIL2A_20170911T092019_23_44,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_30_34,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_30_34,S2B_MSIL2A_20170911T092019_30_34,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_34_18,"['Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",validation,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_34_18,S2B_MSIL2A_20170911T092019_34_18,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_46_21,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_46_21,S2B_MSIL2A_20170911T092019_46_21,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_01_37,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_1_37,S2B_MSIL2A_20170914T93030_1_37,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_02_23,['Broad-leaved forest' 'Complex cultivation patterns'],train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_2_23,S2B_MSIL2A_20170914T93030_2_23,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_08_88,['Broad-leaved forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_8_88,S2B_MSIL2A_20170914T93030_8_88,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_14_39,"['Broad-leaved forest' 'Transitional woodland, shrub']",validation,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_14_39,S2B_MSIL2A_20170914T93030_14_39,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_15_30,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",validation,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_15_30,S2B_MSIL2A_20170914T93030_15_30,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_23_48,['Arable land' 'Urban fabric'],test,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_23_48,S2B_MSIL2A_20170914T93030_23_48,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_24_77,['Broad-leaved forest' 'Mixed forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_24_77,S2B_MSIL2A_20170914T93030_24_77,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_25_21,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_25_21,S2B_MSIL2A_20170914T93030_25_21,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_27_54,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_27_54,S2B_MSIL2A_20170914T93030_27_54,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_28_23,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_28_23,S2B_MSIL2A_20170914T93030_28_23,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_36_21,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_36_21,S2B_MSIL2A_20170914T093029_36_21,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_39_61,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",test,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_39_61,S2B_MSIL2A_20170914T93030_39_61,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_44_10,['Broad-leaved forest' 'Natural grassland and sparsely vegetated areas'],train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_44_10,S2B_MSIL2A_20170914T093029_44_10,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_45_58,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_45_58,S2B_MSIL2A_20170914T93030_45_58,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_47_13,"['Broad-leaved forest' 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_47_13,S2B_MSIL2A_20170914T093029_47_13,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_47_76,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_47_76,S2B_MSIL2A_20170914T93030_47_76,False,False
