patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_19_53,"['Broad-leaved forest' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_19_53,S2B_MSIL2A_20170808T094029_19_53,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_22_74,"['Complex cultivation patterns' 'Coniferous forest' 'Inland waters'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_22_74,S2B_MSIL2A_20170808T094029_22_74,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_24_04,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_24_4,S2B_MSIL2A_20170808T094029_24_4,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_24_87,['Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_24_87,S2B_MSIL2A_20170808T094029_24_87,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_27_15,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest' 'Transitional woodland, shrub']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_27_15,S2B_MSIL2A_20170808T094029_27_15,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_27_42,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_27_42,S2B_MSIL2A_20170808T094029_27_42,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_28_59,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_28_59,S2B_MSIL2A_20170808T094029_28_59,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_29_02,['Coniferous forest' 'Mixed forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_29_2,S2B_MSIL2A_20170808T094029_29_2,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_30_84,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_30_84,S2B_MSIL2A_20170808T094029_30_84,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_33_07,"['Arable land' 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_33_7,S2B_MSIL2A_20170808T094029_33_7,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_34_70,"['Broad-leaved forest' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_34_70,S2B_MSIL2A_20170808T094029_34_70,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_35_74,"['Coniferous forest' 'Industrial or commercial units' 'Inland waters'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_35_74,S2B_MSIL2A_20170808T094029_35_74,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_39_84,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_39_84,S2B_MSIL2A_20170808T094029_39_84,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_39_85,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_39_85,S2B_MSIL2A_20170808T094029_39_85,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_40_24,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Inland waters' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_40_24,S2B_MSIL2A_20170808T094029_40_24,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_40_32,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_40_32,S2B_MSIL2A_20170808T094029_40_32,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_40_38,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_40_38,S2B_MSIL2A_20170808T094029_40_38,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_40_48,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_40_48,S2B_MSIL2A_20170808T094029_40_48,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_42_35,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_42_35,S2B_MSIL2A_20170808T094029_42_35,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_45,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_45,S2B_MSIL2A_20170808T094029_43_45,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_43_87,['Arable land' 'Complex cultivation patterns' 'Coniferous forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_43_87,S2B_MSIL2A_20170808T094029_43_87,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_04,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_4,S2B_MSIL2A_20170808T094029_44_4,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_44_29,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_44_29,S2B_MSIL2A_20170808T094029_44_29,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_45_16,['Coniferous forest' 'Inland wetlands' 'Mixed forest'],validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_45_16,S2B_MSIL2A_20170808T094029_45_16,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_45_45,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_45_45,S2B_MSIL2A_20170808T094029_45_45,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_45_68,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_45_68,S2B_MSIL2A_20170808T094029_45_68,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_51_14,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_51_14,S2B_MSIL2A_20170808T094029_51_14,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_52_27,"['Arable land' 'Complex cultivation patterns' 'Inland waters'
 'Inland wetlands' 'Transitional woodland, shrub']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_52_27,S2B_MSIL2A_20170808T094029_52_27,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_52_44,['Arable land' 'Coniferous forest'],test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_52_44,S2B_MSIL2A_20170808T094029_52_44,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_52_73,['Arable land' 'Coniferous forest' 'Inland waters' 'Mixed forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_52_73,S2B_MSIL2A_20170808T094029_52_73,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_53_00,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_53_0,S2B_MSIL2A_20170808T094029_53_0,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_53_15,['Arable land' 'Complex cultivation patterns' 'Coniferous forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_53_15,S2B_MSIL2A_20170808T094029_53_15,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_54_34,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Inland waters' 'Mixed forest' 'Urban fabric']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_54_34,S2B_MSIL2A_20170808T094029_54_34,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_55_20,"['Broad-leaved forest' 'Complex cultivation patterns' 'Coniferous forest'
 'Inland waters' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_55_20,S2B_MSIL2A_20170808T094029_55_20,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_55_79,['Arable land' 'Pastures'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_55_79,S2B_MSIL2A_20170808T094029_55_79,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_56_43,['Coniferous forest' 'Mixed forest' 'Pastures'],test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_56_43,S2B_MSIL2A_20170808T094029_56_43,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_57_09,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Inland waters' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_57_9,S2B_MSIL2A_20170808T094029_57_9,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_57_28,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_57_28,S2B_MSIL2A_20170808T094029_57_28,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_58_06,"['Arable land' 'Coniferous forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_58_6,S2B_MSIL2A_20170808T094029_58_6,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_64_39,"['Arable land' 'Industrial or commercial units' 'Pastures'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_64_39,S2B_MSIL2A_20170808T094029_64_39,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_65_75,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_65_75,S2B_MSIL2A_20170808T094029_65_75,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_66_48,"['Broad-leaved forest' 'Inland wetlands' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",test,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_66_48,S2B_MSIL2A_20170808T094029_66_48,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_69_69,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Pastures']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_69_69,S2B_MSIL2A_20170808T094029_69_69,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_70_37,"['Complex cultivation patterns' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub' 'Urban fabric']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_70_37,S2B_MSIL2A_20170808T094029_70_37,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_71_19,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_71_19,S2B_MSIL2A_20170808T094029_71_19,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_71_33,"['Complex cultivation patterns' 'Industrial or commercial units'
 'Inland waters' 'Urban fabric']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_71_33,S2B_MSIL2A_20170808T094029_71_33,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_71_46,"['Complex cultivation patterns' 'Coniferous forest' 'Inland wetlands'
 'Mixed forest' 'Natural grassland and sparsely vegetated areas'
 'Pastures' 'Transitional woodland, shrub']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_71_46,S2B_MSIL2A_20170808T094029_71_46,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_71_60,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_71_60,S2B_MSIL2A_20170808T094029_71_60,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_72_61,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",validation,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_72_61,S2B_MSIL2A_20170808T094029_72_61,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_76_33,"['Broad-leaved forest' 'Coniferous forest'
 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_76_33,S2B_MSIL2A_20170808T094029_76_33,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_78_13,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_78_13,S2B_MSIL2A_20170808T094029_78_13,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_80_03,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_80_3,S2B_MSIL2A_20170808T094029_80_3,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_81_25,"['Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_81_25,S2B_MSIL2A_20170808T094029_81_25,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_82_69,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_82_69,S2B_MSIL2A_20170808T094029_82_69,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_90_11,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_90_11,S2B_MSIL2A_20170808T094029_90_11,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_90_43,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_90_43,S2B_MSIL2A_20170808T094029_90_43,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_01_71,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_1_71,S2B_MSIL2A_20170817T101019_1_71,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_02_71,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_2_71,S2B_MSIL2A_20170817T101019_2_71,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_02_82,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_2_82,S2B_MSIL2A_20170817T101019_2_82,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_06_53,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_6_53,S2B_MSIL2A_20170817T101019_6_53,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_10_54,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_10_54,S2B_MSIL2A_20170817T101019_10_54,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_11_48,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_11_48,S2B_MSIL2A_20170817T101019_11_48,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_13_88,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_13_88,S2B_MSIL2A_20170817T101019_13_88,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_20_59,['Marine waters'],validation,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_20_59,S2B_MSIL2A_20170817T101019_20_59,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_21_82,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_21_82,S2B_MSIL2A_20170817T101019_21_82,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_22_50,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_22_50,S2B_MSIL2A_20170817T101019_22_50,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_22_79,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Marine waters']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_22_79,S2B_MSIL2A_20170817T101019_22_79,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_23_46,['Marine waters'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_23_46,S2B_MSIL2A_20170817T101019_23_46,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_23_48,['Marine waters'],test,Finland,S1A_IW_GRDH_1SDV_20170818T160607_34WFS_23_48,S2B_MSIL2A_20170817T101019_23_48,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_28_28,['Marine waters'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_28_28,S2B_MSIL2A_20170817T101019_28_28,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_34_57,"['Broad-leaved forest' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_34_57,S2B_MSIL2A_20170817T101019_34_57,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_34_78,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_34_78,S2B_MSIL2A_20170817T101019_34_78,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_35_21,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_35_21,S2B_MSIL2A_20170817T101019_35_21,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_35_37,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_35_37,S2B_MSIL2A_20170817T101019_35_37,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_35_85,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_35_85,S2B_MSIL2A_20170817T101019_35_85,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_38_10,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_38_10,S2B_MSIL2A_20170817T101019_38_10,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_39_28,['Marine waters'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_39_28,S2B_MSIL2A_20170817T101019_39_28,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_40_24,['Marine waters'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_40_24,S2B_MSIL2A_20170817T101019_40_24,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_40_48,['Coniferous forest' 'Mixed forest'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_40_48,S2B_MSIL2A_20170817T101019_40_48,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_43_70,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_43_70,S2B_MSIL2A_20170817T101019_43_70,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_44_03,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_44_3,S2B_MSIL2A_20170817T101019_44_3,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_44_84,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_44_84,S2B_MSIL2A_20170817T101019_44_84,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_45_41,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_45_41,S2B_MSIL2A_20170817T101019_45_41,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_46_74,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_46_74,S2B_MSIL2A_20170817T101019_46_74,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_47_14,['Marine waters'],validation,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_47_14,S2B_MSIL2A_20170817T101019_47_14,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_50_89,"['Arable land' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_50_89,S2B_MSIL2A_20170817T101019_50_89,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_51_35,['Coniferous forest' 'Mixed forest'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_51_35,S2B_MSIL2A_20170817T101019_51_35,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_51_36,['Arable land' 'Coniferous forest' 'Mixed forest'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_51_36,S2B_MSIL2A_20170817T101019_51_36,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_51_81,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_51_81,S2B_MSIL2A_20170817T101019_51_81,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_52_44,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_52_44,S2B_MSIL2A_20170817T101019_52_44,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_53_44,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_53_44,S2B_MSIL2A_20170817T101019_53_44,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_53_79,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_53_79,S2B_MSIL2A_20170817T101019_53_79,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_54_00,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_54_0,S2B_MSIL2A_20170817T101019_54_0,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_54_87,['Arable land' 'Coniferous forest' 'Urban fabric'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_54_87,S2B_MSIL2A_20170817T101019_54_87,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_55_12,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_55_12,S2B_MSIL2A_20170817T101019_55_12,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_55_59,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_55_59,S2B_MSIL2A_20170817T101019_55_59,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_56_25,"['Inland waters' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_56_25,S2B_MSIL2A_20170817T101019_56_25,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_56_79,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_56_79,S2B_MSIL2A_20170817T101019_56_79,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_59_44,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_59_44,S2B_MSIL2A_20170817T101019_59_44,False,False
